1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2
3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,2
4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,2,2,2,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,3,2
5,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,2,2,2,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,5,1,1,1,1,2
6,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5,5,6,2,2,2,2,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,5,6,1,1,1,1,2
7,2,2,2,2,2,2,2,2,2,2,2,2,2,7,6,6,7,2,2,2,2,3,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,6,7,1,1,1,2,2
8,2,2,2,2,2,2,2,2,2,2,2,2,2,8,7,7,8,2,2,2,3,3,8,1,1,1,1,1,1,1,1,1,1,1,1,1,8,7,7,8,1,1,1,2,2
9,2,2,2,2,2,2,2,2,2,2,2,2,2,9,8,8,9,2,2,2,3,3,9,1,1,1,1,1,1,1,1,1,1,1,1,1,9,8,8,9,1,1,1,1,2
10,2,2,2,2,2,2,2,2,2,2,2,2,2,10,9,9,10,2,2,2,2,3,10,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,9,10,1,1,1,2,2
11,2,2,2,2,2,2,2,2,2,2,2,2,2,11,10,10,11,2,2,2,3,3,11,1,1,1,1,1,1,1,1,1,1,1,1,1,11,10,10,11,1,1,1,2,2
12,2,2,2,2,2,2,2,2,2,2,2,2,2,12,11,11,12,2,2,2,3,3,12,1,1,1,1,1,1,1,1,1,1,1,1,1,12,11,11,12,1,1,1,3,2
13,2,2,2,2,2,2,2,2,2,2,2,2,2,13,12,12,13,2,2,2,4,3,13,1,1,1,1,1,1,1,1,1,1,1,1,1,13,12,12,13,1,1,1,1,2
14,2,2,2,2,2,2,2,2,2,2,2,2,2,14,13,13,14,2,2,2,2,3,14,2,1,1,1,1,1,1,1,1,1,1,1,1,14,13,13,14,1,1,1,2,3
15,3,2,2,2,2,2,2,2,2,2,2,2,2,15,14,14,15,2,2,2,3,4,15,2,1,1,1,1,1,1,1,1,1,1,1,1,15,14,14,15,1,1,1,1,3
16,3,2,2,2,2,2,2,2,2,2,2,2,2,16,15,15,16,2,2,2,2,4,16,2,1,1,1,1,1,1,1,1,1,1,1,1,16,15,15,16,1,1,1,2,3
17,3,2,2,2,2,2,2,2,2,2,2,2,2,17,16,16,17,2,2,2,3,4,17,2,1,1,1,1,1,1,1,1,1,1,1,1,17,16,16,17,1,1,1,1,3
18,3,2,2,2,2,2,2,2,2,2,2,2,2,18,17,17,18,2,2,2,2,4,18,2,1,1,1,1,1,1,1,1,1,1,1,1,18,17,17,18,1,1,1,1,3
19,3,2,2,2,2,2,2,2,2,2,2,2,2,19,18,18,19,2,2,2,2,4,19,2,1,1,1,1,1,1,1,1,1,1,1,1,19,13,13,19,1,1,1,2,3
20,3,2,2,2,2,2,2,2,2,2,2,2,2,20,14,14,20,2,2,2,3,4,20,2,1,1,1,1,1,1,1,1,1,1,1,1,20,18,18,20,1,1,1,1,3
21,3,2,2,2,2,2,2,2,2,2,2,2,2,21,19,19,21,2,2,2,2,4,21,2,1,1,1,1,1,1,1,1,1,1,1,1,21,19,19,21,1,1,1,1,3
22,3,2,2,2,2,2,2,2,2,2,2,2,2,22,20,20,22,2,2,2,2,4,22,2,1,1,1,1,1,1,1,1,1,1,1,1,22,20,20,22,1,1,1,2,3
23,3,2,2,2,2,2,2,2,2,2,2,2,2,23,21,21,23,2,2,2,3,4,23,2,1,1,1,1,1,1,1,1,1,1,1,1,23,21,21,23,1,1,1,2,3
24,3,2,2,2,2,2,2,2,2,2,2,2,2,24,22,22,24,2,2,2,3,4,24,2,1,1,1,1,1,1,1,1,1,1,1,1,24,22,22,24,1,1,1,2,3
25,3,2,2,2,2,2,2,2,2,2,2,2,2,25,23,23,25,2,2,2,3,4,25,2,1,1,1,1,1,1,1,1,1,1,1,1,25,23,23,25,1,1,1,1,3
26,3,2,2,2,2,2,2,2,2,2,2,2,2,26,24,24,26,2,2,2,2,4,26,2,1,1,1,1,1,1,1,1,1,1,1,1,26,24,24,26,1,1,1,1,3
27,3,2,2,2,2,2,2,2,2,2,2,2,2,27,25,25,27,2,2,2,2,4,27,2,1,1,1,1,1,1,1,1,1,1,1,1,27,25,25,27,1,1,1,2,3
28,3,2,2,2,2,2,2,2,2,2,2,2,2,28,26,26,28,2,2,2,3,4,28,2,1,1,1,1,1,1,1,1,1,1,1,1,28,26,26,28,1,1,1,1,3
29,3,2,2,2,2,2,2,2,2,2,2,2,2,29,27,27,29,2,2,2,2,4,29,2,1,1,1,1,1,1,1,1,1,1,1,1,29,27,27,29,1,1,1,2,3
30,3,2,2,2,2,2,2,2,2,2,2,2,2,30,28,28,30,2,2,2,3,4,30,2,1,1,1,1,1,1,1,1,1,1,1,1,30,28,28,30,1,1,1,1,3
31,3,2,2,2,2,2,2,2,2,2,2,2,2,31,29,29,31,2,2,2,2,4,31,2,1,1,1,1,1,1,1,1,1,1,1,1,31,29,29,31,1,1,1,3,3
32,3,2,2,2,2,2,2,2,2,2,2,2,2,32,30,30,32,2,2,2,4,4,32,2,1,1,1,1,1,1,1,1,1,1,1,1,32,30,30,32,1,1,1,2,3
33,3,2,2,2,2,2,2,2,2,2,2,2,2,33,31,31,33,2,2,2,3,4,33,2,1,1,1,1,1,1,1,1,1,1,1,1,33,31,31,33,1,1,1,2,3
34,3,2,2,2,2,2,2,2,2,2,2,2,2,34,32,32,34,2,2,2,3,4,34,2,1,1,1,1,1,1,1,1,1,1,1,1,34,32,32,34,1,1,1,2,3
35,3,2,2,2,2,2,2,2,2,2,2,2,2,35,33,33,35,2,2,2,3,4,35,3,1,1,1,1,1,1,1,1,1,1,1,1,35,33,33,35,1,1,1,1,4
36,4,2,2,2,2,2,2,2,2,2,2,2,2,36,34,34,36,2,2,2,2,5,36,3,1,1,1,1,1,1,1,1,1,1,1,1,36,34,34,36,1,1,2,1,4
37,4,2,2,2,2,2,2,2,2,2,2,2,2,37,35,35,37,2,2,3,2,5,37,3,1,1,1,1,1,1,1,1,1,1,1,1,37,35,35,37,1,1,2,1,4
38,4,2,2,2,2,2,2,2,2,2,2,2,2,38,36,36,38,2,2,3,2,5,38,3,1,1,1,1,1,1,1,1,1,1,1,1,38,36,36,38,1,1,2,4,4
39,4,2,2,2,2,2,2,2,2,2,2,2,2,39,37,37,39,2,2,3,5,5,39,3,1,1,1,1,1,1,1,1,1,1,1,1,39,37,37,39,1,1,2,3,4
40,4,2,2,2,2,2,2,2,2,2,2,2,2,40,38,38,40,2,2,3,4,5,40,3,1,1,1,1,1,1,1,1,1,1,1,1,40,38,38,40,1,1,2,1,4
41,4,2,2,2,2,2,2,2,2,2,2,2,2,41,39,39,41,2,2,3,2,5,41,3,1,1,1,1,1,1,1,1,1,1,1,1,41,39,39,41,1,1,2,1,4
42,4,2,2,2,2,2,2,2,2,2,2,2,2,42,40,40,42,2,2,3,2,5,42,3,1,1,1,1,1,1,1,1,1,1,1,1,42,40,40,42,1,1,2,1,4
43,4,2,2,2,2,2,2,2,2,2,2,2,2,43,41,41,43,2,2,3,2,5,43,3,1,1,1,1,1,1,1,1,1,1,1,1,43,41,41,43,1,1,2,1,4
44,4,2,2,2,2,2,2,2,2,2,2,2,2,44,42,42,44,2,2,3,2,5,44,3,1,1,1,1,1,1,1,1,1,1,1,1,44,39,39,44,1,1,2,1,5
45,4,2,2,2,2,2,2,2,2,2,2,2,2,45,40,40,45,2,2,3,2,6,45,3,1,1,1,1,1,1,1,1,1,1,1,1,45,42,42,45,1,1,2,1,5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,5
2,5,3,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,4,2,6,2,4,2,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,5
3,5,3,2,2,3,2,2,2,2,2,3,3,2,3,3,3,3,2,2,2,3,6,3,4,2,1,1,2,1,1,1,1,1,2,2,1,3,3,3,3,1,1,1,1,5
4,5,3,2,2,3,2,2,2,2,2,3,3,2,4,4,4,4,2,2,2,2,6,4,4,2,1,1,2,1,1,1,1,1,2,2,1,4,4,4,4,1,1,1,3,5
5,5,3,2,2,3,2,2,2,2,2,3,3,2,5,5,5,5,2,2,2,4,6,5,4,2,1,1,2,1,1,1,1,1,2,2,1,5,4,4,5,1,1,1,1,5
6,5,3,2,2,3,2,2,2,2,2,3,3,2,6,5,5,6,2,2,2,2,6,6,4,2,1,1,2,1,1,1,1,1,2,2,1,6,5,5,6,1,1,1,1,5
7,5,3,2,2,3,2,2,2,2,2,3,3,2,7,6,6,7,2,2,2,2,6,7,4,2,1,1,2,1,1,1,1,1,2,2,1,7,6,6,7,1,1,1,2,5
8,5,3,2,2,3,2,2,2,2,2,3,3,2,8,7,7,8,2,2,2,3,6,8,4,2,1,1,2,1,1,1,1,1,2,2,1,8,7,7,8,1,1,1,2,5
9,5,3,2,2,3,2,2,2,2,2,3,3,2,9,8,8,9,2,2,2,3,6,9,4,2,1,1,2,1,1,1,1,1,2,2,1,9,8,8,9,1,1,1,1,5
10,5,3,2,2,3,2,2,2,2,2,3,3,2,10,9,9,10,2,2,2,2,6,10,4,2,1,1,2,1,1,1,1,1,2,2,1,10,9,9,10,1,1,1,2,5
11,5,3,2,2,3,2,2,2,2,2,3,3,2,11,10,10,11,2,2,2,3,6,11,4,2,1,1,2,1,1,1,1,1,2,2,1,11,10,10,11,1,1,1,2,5
12,5,3,2,2,3,2,2,2,2,2,3,3,2,12,11,11,12,2,2,2,3,6,12,4,2,1,1,2,1,1,1,1,1,2,2,1,12,11,11,12,1,1,1,3,5
13,5,3,2,2,3,2,2,2,2,2,3,3,2,13,12,12,13,2,2,2,4,6,13,4,2,1,1,2,1,1,1,1,1,2,2,1,13,12,12,13,1,1,1,1,5
